subj_idx,block,trial,Vstim,Astim,match,response,result,rt,fb,V-file,A-file
2,4,22,1,3,0,1,1,0.958,1,<U+10BE>,DEU_l_1.wav
2,4,23,2,1,0,1,1,0.935,1,<U+10C5>,DEU_s_1.wav
2,4,24,3,3,1,2,1,1.352,1,<U+10AB>,DEU_l_1.wav
2,4,25,1,1,1,2,1,0.816,1,<U+10BE>,DEU_s_1.wav
2,4,26,3,3,1,2,1,1.187,1,<U+10AB>,DEU_l_1.wav
2,4,27,1,1,1,2,1,0.823,1,<U+10BE>,DEU_s_1.wav
2,4,28,2,2,1,2,1,0.87,1,<U+10C5>,DEU_h.wav
2,4,29,3,3,1,2,1,1.241,1,<U+10AB>,DEU_l_1.wav
2,4,30,2,1,0,1,1,0.736,1,<U+10C5>,DEU_s_1.wav
3,1,2,2,1,0,2,1,0.811,1,<U+10A2>,DEU_u_short_1.wav
3,1,3,1,1,1,1,1,1.223,1,<U+10BC>,DEU_u_short_1.wav
3,1,4,2,2,1,2,0,1.559,0,<U+10A2>,DEU_p.wav
3,1,5,1,3,0,1,0,1.078,0,<U+10BC>,DEU_n.wav
3,1,6,2,1,0,2,1,1.259,1,<U+10A2>,DEU_u_short_1.wav
3,1,7,3,2,0,2,1,1.488,1,<U+10A1>,DEU_p.wav
3,1,8,2,1,0,1,0,1.259,0,<U+10A2>,DEU_u_short_1.wav
3,1,9,3,3,1,1,1,1.12,1,<U+10A1>,DEU_n.wav
3,1,10,1,3,0,1,0,1.141,0,<U+10BC>,DEU_n.wav
3,1,11,3,3,1,1,1,1.285,1,<U+10A1>,DEU_n.wav
3,1,12,2,2,1,2,0,1.813,0,<U+10A2>,DEU_p.wav
3,1,13,3,2,0,2,1,1.163,1,<U+10A1>,DEU_p.wav
3,1,14,2,2,1,1,1,0.909,1,<U+10A2>,DEU_p.wav
3,1,15,1,1,1,1,1,1.054,1,<U+10BC>,DEU_u_short_1.wav
3,1,16,3,2,0,2,1,1.13,1,<U+10A1>,DEU_p.wav
3,1,17,1,3,0,2,1,1.653,1,<U+10BC>,DEU_n.wav
3,1,18,2,1,0,2,1,1.21,1,<U+10A2>,DEU_u_short_1.wav
3,1,19,1,3,0,2,1,1.821,1,<U+10BC>,DEU_n.wav
3,1,21,3,3,1,1,1,1.465,1,<U+10A1>,DEU_n.wav
3,1,22,1,1,1,2,0,1.33,0,<U+10BC>,DEU_u_short_1.wav
3,1,23,3,2,0,2,1,0.719,1,<U+10A1>,DEU_p.wav
3,1,24,1,1,1,2,0,1.44,0,<U+10BC>,DEU_u_short_1.wav
3,1,25,3,3,1,1,1,1.078,1,<U+10A1>,DEU_n.wav
3,1,26,2,2,1,1,1,1.148,1,<U+10A2>,DEU_p.wav
3,1,27,3,2,0,2,1,0.977,1,<U+10A1>,DEU_p.wav
3,1,28,2,2,1,1,1,0.884,1,<U+10A2>,DEU_p.wav
3,1,29,3,3,1,1,1,0.859,1,<U+10A1>,DEU_n.wav
3,1,30,1,3,0,2,1,1.325,1,<U+10BC>,DEU_n.wav
3,2,1,2,1,0,1,0,1.306,0,<U+10BF>,DEU_f.wav
3,2,2,3,2,0,1,0,1.338,0,<U+10A3>,DEU_r_1.wav
3,2,3,2,2,1,1,1,1.171,1,<U+10BF>,DEU_r_1.wav
3,2,4,1,1,1,2,0,1.215,0,<U+10C1>,DEU_f.wav
3,2,5,3,2,0,2,1,1.688,1,<U+10A3>,DEU_r_1.wav
3,2,6,1,3,0,2,1,0.94,1,<U+10C1>,DEU_g.wav
3,2,7,2,1,0,2,1,0.869,1,<U+10BF>,DEU_f.wav
3,2,8,3,3,1,1,1,1.325,1,<U+10A3>,DEU_g.wav
3,2,9,2,2,1,1,1,1.148,1,<U+10BF>,DEU_r_1.wav
3,2,10,3,2,0,2,1,1.291,1,<U+10A3>,DEU_r_1.wav
3,2,11,2,1,0,2,1,0.754,1,<U+10BF>,DEU_f.wav
3,2,12,1,3,0,2,1,0.949,1,<U+10C1>,DEU_g.wav
3,2,13,3,2,0,2,1,1.032,1,<U+10A3>,DEU_r_1.wav
3,2,14,1,3,0,2,1,0.805,1,<U+10C1>,DEU_g.wav
3,2,15,3,3,1,1,1,0.918,1,<U+10A3>,DEU_g.wav
3,2,16,2,1,0,2,1,0.728,1,<U+10BF>,DEU_f.wav
3,2,17,1,3,0,2,1,1.276,1,<U+10C1>,DEU_g.wav
3,2,18,2,2,1,1,1,0.933,1,<U+10BF>,DEU_r_1.wav
3,2,19,1,1,1,1,1,1.084,1,<U+10C1>,DEU_f.wav
3,2,20,3,2,0,2,1,1.058,1,<U+10A3>,DEU_r_1.wav
3,2,21,1,3,0,2,1,0.838,1,<U+10C1>,DEU_g.wav
3,2,22,3,3,1,1,1,1.111,1,<U+10A3>,DEU_g.wav
3,2,23,1,1,1,1,1,1.22,1,<U+10C1>,DEU_f.wav
3,2,24,2,1,0,2,1,0.79,1,<U+10BF>,DEU_f.wav
3,2,25,3,3,1,1,1,1.405,1,<U+10A3>,DEU_g.wav
3,2,26,1,1,1,1,1,1.285,1,<U+10C1>,DEU_f.wav
3,2,27,2,2,1,1,1,1.148,1,<U+10BF>,DEU_r_1.wav
3,2,28,1,1,1,1,1,0.893,1,<U+10C1>,DEU_f.wav
3,2,29,2,2,1,1,1,0.854,1,<U+10BF>,DEU_r_1.wav
3,2,30,3,3,1,1,1,0.916,1,<U+10A3>,DEU_g.wav
3,3,1,1,1,1,2,0,1.312,0,<U+10AA>,DEU_e_1.wav
3,3,2,3,2,0,1,0,1.258,0,<U+10C2>,DEU_i_1.wav
3,3,3,2,2,1,1,1,1.189,1,<U+10A7>,DEU_i_1.wav
3,3,4,1,1,1,1,1,1.711,1,<U+10AA>,DEU_e_1.wav
3,3,5,2,1,0,1,0,1.481,0,<U+10A7>,DEU_e_1.wav
3,3,6,1,3,0,2,1,1.455,1,<U+10AA>,DEU_l_1.wav
3,3,7,3,3,1,1,1,1.008,1,<U+10C2>,DEU_l_1.wav
3,3,8,1,1,1,1,1,1.307,1,<U+10AA>,DEU_e_1.wav
3,3,9,2,1,0,2,1,1.341,1,<U+10A7>,DEU_e_1.wav
3,3,10,1,1,1,1,1,1.111,1,<U+10AA>,DEU_e_1.wav
3,3,11,3,3,1,1,1,1.005,1,<U+10C2>,DEU_l_1.wav
3,3,12,1,3,0,2,1,1.128,1,<U+10AA>,DEU_l_1.wav
3,3,13,2,2,1,1,1,1.062,1,<U+10A7>,DEU_i_1.wav
3,3,14,3,3,1,1,1,0.98,1,<U+10C2>,DEU_l_1.wav
3,3,15,1,3,0,2,1,1.107,1,<U+10AA>,DEU_l_1.wav
3,3,16,3,2,0,2,1,0.924,1,<U+10C2>,DEU_i_1.wav
3,3,17,2,2,1,1,1,1.023,1,<U+10A7>,DEU_i_1.wav
3,3,18,1,1,1,1,1,1.646,1,<U+10AA>,DEU_e_1.wav
3,3,19,3,3,1,1,1,0.947,1,<U+10C2>,DEU_l_1.wav
3,3,20,2,2,1,1,1,0.909,1,<U+10A7>,DEU_i_1.wav
3,3,21,3,2,0,2,1,0.797,1,<U+10C2>,DEU_i_1.wav
3,3,22,2,1,0,2,1,1.265,1,<U+10A7>,DEU_e_1.wav
3,3,23,1,3,0,2,1,1.252,1,<U+10AA>,DEU_l_1.wav
3,3,24,2,2,1,1,1,0.803,1,<U+10A7>,DEU_i_1.wav
3,3,25,3,2,0,2,1,0.855,1,<U+10C2>,DEU_i_1.wav
3,3,26,2,1,0,1,0,1.43,0,<U+10A7>,DEU_e_1.wav
3,3,27,1,3,0,1,0,0.897,0,<U+10AA>,DEU_l_1.wav
3,3,28,3,2,0,2,1,0.798,1,<U+10C2>,DEU_i_1.wav
3,3,29,2,1,0,2,1,1.128,1,<U+10A7>,DEU_e_1.wav
3,3,30,3,3,1,1,1,0.946,1,<U+10C2>,DEU_l_1.wav
3,4,1,1,1,1,2,0,1.134,0,<U+10AB>,DEU_a_short.wav
3,4,2,2,2,1,2,0,1.237,0,<U+10C5>,DEU_h.wav
3,4,3,3,2,0,2,1,1.12,1,<U+10BE>,DEU_h.wav
3,4,4,2,1,0,2,1,1.159,1,<U+10C5>,DEU_a_short.wav
3,4,5,1,1,1,1,1,1.024,1,<U+10AB>,DEU_a_short.wav
3,4,6,2,2,1,1,1,1.434,1,<U+10C5>,DEU_h.wav
3,4,8,3,2,0,2,1,0.815,1,<U+10BE>,DEU_h.wav
3,4,9,2,1,0,2,1,1.154,1,<U+10C5>,DEU_a_short.wav
3,4,10,1,3,0,2,1,1.051,1,<U+10AB>,DEU_s_1.wav
3,4,11,3,3,1,1,1,0.898,1,<U+10BE>,DEU_s_1.wav
3,4,12,1,3,0,2,1,0.843,1,<U+10AB>,DEU_s_1.wav
3,4,13,3,2,0,2,1,0.823,1,<U+10BE>,DEU_h.wav
3,4,14,1,1,1,1,1,1.137,1,<U+10AB>,DEU_a_short.wav
3,4,15,3,2,0,2,1,0.892,1,<U+10BE>,DEU_h.wav
3,4,16,2,2,1,2,0,1.146,0,<U+10C5>,DEU_h.wav
3,4,17,3,2,0,2,1,0.665,1,<U+10BE>,DEU_h.wav
3,4,18,1,3,0,2,1,1.036,1,<U+10AB>,DEU_s_1.wav
3,4,19,3,3,1,1,1,1.06,1,<U+10BE>,DEU_s_1.wav
3,4,20,2,1,0,2,1,1.722,1,<U+10C5>,DEU_a_short.wav
3,4,21,3,3,1,1,1,0.865,1,<U+10BE>,DEU_s_1.wav
3,4,22,2,2,1,2,0,1.03,0,<U+10C5>,DEU_h.wav
3,4,23,1,1,1,1,1,1.302,1,<U+10AB>,DEU_a_short.wav
3,4,24,2,1,0,2,1,1.466,1,<U+10C5>,DEU_a_short.wav
3,4,25,3,3,1,1,1,0.942,1,<U+10BE>,DEU_s_1.wav
3,4,26,2,1,0,1,0,1.831,0,<U+10C5>,DEU_a_short.wav
3,4,27,3,3,1,1,1,0.812,1,<U+10BE>,DEU_s_1.wav
3,4,28,1,1,1,1,1,1.185,1,<U+10AB>,DEU_a_short.wav
3,4,29,2,2,1,1,1,1.548,1,<U+10C5>,DEU_h.wav
3,4,30,1,3,0,2,1,0.998,1,<U+10AB>,DEU_s_1.wav
4,1,1,2,1,0,1,1,1.662,1,<U+10BC>,DEU_f.wav
4,1,2,3,2,0,1,1,1.704,1,<U+10A2>,DEU_p.wav
4,1,3,1,1,1,2,1,1.323,1,<U+10A1>,DEU_f.wav
4,1,4,3,3,1,2,1,1.525,1,<U+10A2>,DEU_n.wav
4,1,5,2,2,1,2,1,1.447,1,<U+10BC>,DEU_p.wav
4,1,6,3,3,1,2,1,1.168,1,<U+10A2>,DEU_n.wav
4,1,7,1,3,0,1,1,1.231,1,<U+10A1>,DEU_n.wav
4,1,8,2,2,1,2,1,1.428,1,<U+10BC>,DEU_p.wav
4,1,9,3,2,0,2,0,1.373,0,<U+10A2>,DEU_p.wav
4,1,10,2,1,0,1,1,1.037,1,<U+10BC>,DEU_f.wav
4,1,11,1,1,1,2,1,1.356,1,<U+10A1>,DEU_f.wav
4,1,12,3,2,0,1,1,1.51,1,<U+10A2>,DEU_p.wav
4,1,13,2,1,0,1,1,1.114,1,<U+10BC>,DEU_f.wav
4,1,14,3,3,1,1,0,1.245,0,<U+10A2>,DEU_n.wav
4,1,15,1,3,0,1,1,1.139,1,<U+10A1>,DEU_n.wav
4,1,16,3,2,0,2,0,0.972,0,<U+10A2>,DEU_p.wav
4,1,17,1,3,0,1,1,1.589,1,<U+10A1>,DEU_n.wav
4,1,18,2,2,1,2,1,1.314,1,<U+10BC>,DEU_p.wav
4,1,19,1,1,1,2,1,1.423,1,<U+10A1>,DEU_f.wav
4,1,20,2,2,1,2,1,1.142,1,<U+10BC>,DEU_p.wav
4,1,21,1,3,0,1,1,0.932,1,<U+10A1>,DEU_n.wav
4,1,22,2,2,1,2,1,1.175,1,<U+10BC>,DEU_p.wav
4,1,23,3,3,1,1,0,1.165,0,<U+10A2>,DEU_n.wav
4,1,24,1,1,1,2,1,1.147,1,<U+10A1>,DEU_f.wav
4,1,25,3,3,1,2,1,1.452,1,<U+10A2>,DEU_n.wav
4,1,26,2,1,0,1,1,1.283,1,<U+10BC>,DEU_f.wav
4,1,28,2,1,0,1,1,0.946,1,<U+10BC>,DEU_f.wav
4,1,29,1,1,1,2,1,1.416,1,<U+10A1>,DEU_f.wav
4,2,1,2,2,1,1,0,1.285,0,<U+10BF>,DEU_i_1.wav
4,2,2,3,2,0,1,1,0.941,1,<U+10C1>,DEU_i_1.wav
4,2,3,1,1,1,2,1,1.231,1,<U+10A3>,DEU_u_short_1.wav
4,2,4,2,1,0,1,1,1.49,1,<U+10BF>,DEU_u_short_1.wav
4,2,5,3,2,0,1,1,1.184,1,<U+10C1>,DEU_i_1.wav
4,2,6,2,1,0,2,0,1.868,0,<U+10BF>,DEU_u_short_1.wav
4,2,7,3,2,0,1,1,1.088,1,<U+10C1>,DEU_i_1.wav
4,2,8,1,3,0,1,1,1.334,1,<U+10A3>,DEU_e_1.wav
4,2,9,3,3,1,2,1,1.657,1,<U+10C1>,DEU_e_1.wav
4,2,10,1,1,1,1,0,1.394,0,<U+10A3>,DEU_u_short_1.wav
4,2,11,2,2,1,1,0,1.087,0,<U+10BF>,DEU_i_1.wav
4,2,12,3,3,1,2,1,1.449,1,<U+10C1>,DEU_e_1.wav
4,2,13,1,1,1,1,0,1.696,0,<U+10A3>,DEU_u_short_1.wav
4,2,14,3,2,0,1,1,0.956,1,<U+10C1>,DEU_i_1.wav
4,2,15,1,3,0,1,1,1.605,1,<U+10A3>,DEU_e_1.wav
4,2,16,2,2,1,2,1,1.375,1,<U+10BF>,DEU_i_1.wav
4,2,17,3,3,1,2,1,1.472,1,<U+10C1>,DEU_e_1.wav
4,2,18,1,1,1,2,1,1.344,1,<U+10A3>,DEU_u_short_1.wav
4,2,19,2,2,1,1,0,1.331,0,<U+10BF>,DEU_i_1.wav
4,2,20,3,2,0,1,1,1.457,1,<U+10C1>,DEU_i_1.wav
4,2,21,2,1,0,1,1,1.222,1,<U+10BF>,DEU_u_short_1.wav
4,2,22,1,3,0,2,0,1.115,0,<U+10A3>,DEU_e_1.wav
4,2,24,1,1,1,2,1,1.21,1,<U+10A3>,DEU_u_short_1.wav
4,2,25,3,3,1,2,1,1.417,1,<U+10C1>,DEU_e_1.wav
4,2,26,2,1,0,2,0,1.289,0,<U+10BF>,DEU_u_short_1.wav
4,2,27,1,3,0,2,0,1.42,0,<U+10A3>,DEU_e_1.wav
4,2,28,2,2,1,1,0,0.871,0,<U+10BF>,DEU_i_1.wav
4,2,29,1,3,0,1,1,1.397,1,<U+10A3>,DEU_e_1.wav
4,2,30,3,3,1,2,1,1.283,1,<U+10C1>,DEU_e_1.wav
4,3,1,3,3,1,1,0,1.12,0,<U+10AA>,DEU_a_short.wav
4,3,2,1,1,1,1,0,1.039,0,<U+10A7>,DEU_g.wav
4,3,3,3,2,0,1,1,1.613,1,<U+10AA>,DEU_r_1.wav
4,3,4,2,2,1,1,0,1.51,0,<U+10C2>,DEU_r_1.wav
4,3,5,3,2,0,1,1,1.024,1,<U+10AA>,DEU_r_1.wav
4,3,6,1,1,1,1,0,1.638,0,<U+10A7>,DEU_g.wav
4,3,7,2,1,0,1,1,1.188,1,<U+10C2>,DEU_g.wav
4,3,8,1,1,1,2,1,1.332,1,<U+10A7>,DEU_g.wav
4,3,10,2,1,0,2,0,1.294,0,<U+10C2>,DEU_g.wav
4,3,11,1,3,0,1,1,1.064,1,<U+10A7>,DEU_a_short.wav
4,3,12,2,1,0,1,1,1.811,1,<U+10C2>,DEU_g.wav
4,3,13,3,2,0,1,1,1.682,1,<U+10AA>,DEU_r_1.wav
4,3,15,2,2,1,1,0,1.36,0,<U+10C2>,DEU_r_1.wav
4,3,16,3,3,1,2,1,1.156,1,<U+10AA>,DEU_a_short.wav
4,3,17,1,3,0,2,0,0.891,0,<U+10A7>,DEU_a_short.wav
4,3,18,3,2,0,1,1,1.188,1,<U+10AA>,DEU_r_1.wav
4,3,19,1,1,1,2,1,1.281,1,<U+10A7>,DEU_g.wav
4,3,20,3,3,1,2,1,1.229,1,<U+10AA>,DEU_a_short.wav
4,3,21,1,3,0,1,1,1.308,1,<U+10A7>,DEU_a_short.wav
4,3,22,2,1,0,1,1,1.443,1,<U+10C2>,DEU_g.wav
4,3,23,1,1,1,1,0,1.572,0,<U+10A7>,DEU_g.wav
4,3,25,3,3,1,2,1,1.011,1,<U+10AA>,DEU_a_short.wav
4,3,27,3,2,0,1,1,1.027,1,<U+10AA>,DEU_r_1.wav
4,3,28,2,1,0,1,1,1.094,1,<U+10C2>,DEU_g.wav
4,3,29,1,3,0,1,1,0.998,1,<U+10A7>,DEU_a_short.wav
4,3,30,2,2,1,2,1,1.724,1,<U+10C2>,DEU_r_1.wav
4,4,1,3,2,0,1,1,1.444,1,<U+10C5>,DEU_h.wav
4,4,3,3,3,1,2,1,1.583,1,<U+10C5>,DEU_l_1.wav
4,4,4,2,1,0,2,0,1.378,0,<U+10BE>,DEU_s_1.wav
4,4,5,1,1,1,1,0,1.208,0,<U+10AB>,DEU_s_1.wav
4,4,6,2,2,1,2,1,1.027,1,<U+10BE>,DEU_h.wav
4,4,7,3,2,0,2,0,1.75,0,<U+10C5>,DEU_h.wav
4,4,8,2,2,1,2,1,0.939,1,<U+10BE>,DEU_h.wav
4,4,9,3,3,1,1,0,1.614,0,<U+10C5>,DEU_l_1.wav
4,4,10,1,3,0,2,0,1.285,0,<U+10AB>,DEU_l_1.wav
4,4,11,2,1,0,1,1,0.934,1,<U+10BE>,DEU_s_1.wav
4,4,12,3,2,0,1,1,1.067,1,<U+10C5>,DEU_h.wav
4,4,13,2,1,0,1,1,0.813,1,<U+10BE>,DEU_s_1.wav
4,4,14,1,1,1,1,0,1.354,0,<U+10AB>,DEU_s_1.wav
4,4,15,2,1,0,1,1,1.356,1,<U+10BE>,DEU_s_1.wav
4,4,16,3,3,1,2,1,1.034,1,<U+10C5>,DEU_l_1.wav
4,4,17,1,1,1,2,1,1.321,1,<U+10AB>,DEU_s_1.wav
4,4,18,2,2,1,2,1,1.537,1,<U+10BE>,DEU_h.wav
4,4,19,1,3,0,2,0,1.944,0,<U+10AB>,DEU_l_1.wav
4,4,20,3,2,0,2,0,1.383,0,<U+10C5>,DEU_h.wav
4,4,21,1,3,0,2,0,1.532,0,<U+10AB>,DEU_l_1.wav
